Date,0
2016-01-05,0.0
2016-01-06,-0.011692585850283236
2016-01-07,-0.034734124030271034
2016-01-08,-0.04508572442839291
2016-01-11,-0.045717587019014405
2016-01-12,-0.0328300844160877
2016-01-13,-0.062365733788767724
2016-01-14,-0.04768202259758458
2016-01-15,-0.06825012559332688
2016-01-19,-0.07123304341704018
2016-01-20,-0.08061665704730976
2016-01-21,-0.07821034908041777
2016-01-22,-0.05530037091456231
2016-01-25,-0.06941403101145223
2016-01-26,-0.05572792219591113
2016-01-27,-0.06215697597449275
2016-01-28,-0.07095815258006095
2016-01-29,-0.040922919633516144
2016-02-01,-0.0462003269940203
2016-02-02,-0.07388635775544095
2016-02-03,-0.0623571035350747
2016-02-04,-0.058815948488197746
2016-02-05,-0.0930938053241558
2016-02-08,-0.1131264377616741
2016-02-09,-0.12200809504483696
2016-02-10,-0.10989442515557897
2016-02-11,-0.11306697105160482
2016-02-12,-0.09699018468501348
2016-02-16,-0.0725338824227244
2016-02-17,-0.04844716025518919
2016-02-18,-0.07851118394365303
2016-02-19,-0.07721834893213102
2016-02-22,-0.06959531714279998
2016-02-23,-0.07262601342384561
2016-02-24,-0.06371942617405023
2016-02-25,-0.05208029438302755
2016-02-26,-0.05582638631628569
2016-02-29,-0.06509124066773189
2016-03-01,-0.04192010156601271
2016-03-02,-0.04297392969127756
2016-03-03,-0.03928187661337911
2016-03-04,-0.05183559057630606
2016-03-07,-0.048220777827705445
2016-03-08,-0.05719225383843688
2016-03-09,-0.05151533553841937
2016-03-10,-0.05669481677732861
2016-03-11,-0.03542777782134515
2016-03-14,-0.03126419037870612
2016-03-15,-0.033291827552966564
2016-03-16,-0.01914486147945081
2016-03-17,-0.01356781196439449
2016-03-18,-0.00040205350898203825
2016-03-21,-0.00435519038301163
2016-03-22,-0.004044970269249654
2016-03-23,-0.01810368345079591
2016-03-24,-0.015775065635354742
2016-03-28,-0.012507287573236828
2016-03-29,0.0041242456999032485
2016-03-30,0.007102034573902836
2016-03-31,0.007039871172016323
2016-04-01,0.019074355243899194
2016-04-04,0.02023811033490572
2016-04-05,0.0077206394039754395
2016-04-06,0.01815453617461212
2016-04-07,0.00010258639125735464
2016-04-08,0.0017036075013723145
2016-04-11,-0.003570515719812686
2016-04-12,-0.005059318333217582
2016-04-13,0.011547923130091474
2016-04-14,0.009625434055796654
2016-04-15,0.011039652941901661
2016-04-18,0.021313614861158146
2016-04-19,0.017743834697124747
2016-04-20,0.012520412716786212
2016-04-21,0.015807736629970284
2016-04-22,0.012536294540047567
2016-04-25,0.013469859575554384
2016-04-26,0.01625373310627715
