Date,Close,MaxDayDelta,Volume_Change,Close_Change,rsi_14,close_5_sma,close_20_sma,close_60_sma,boll_ub,boll_lb,wr_14,dma
2013-01-03,1459.3699951171875,9.93994140625,-0.08872364726597826,-0.0020856174946130013,0.0,1460.89501953125,1460.89501953125,1460.89501953125,1465.2084399498845,1456.5815991126155,-15.529457831699723,0.0
2013-01-04,1466.469970703125,8.949951171875,-0.10586647100448332,0.004865096315322948,71.48468088842068,1462.7533365885417,1462.7533365885417,1462.7533365885417,1469.8767420437296,1455.629931133354,-3.520887911676647,0.0
2013-01-07,1461.8900146484375,9.8499755859375,-0.034845179584673036,-0.0031231161538831653,47.76488826110828,1462.5375061035156,1462.5375061035156,1462.5375061035156,1468.4174659921202,1456.657546214911,-14.490842533682635,0.0
2013-01-08,1457.1500244140625,10.25,0.08975270577342598,-0.003242371304872038,34.8692827628099,1461.460009765625,1461.460009765625,1461.460009765625,1468.4707453462936,1454.4492741849565,-25.844112556137727,0.0
2013-01-09,1461.02001953125,7.5799560546875,0.02021046201688148,0.002655865938542279,47.364164435016136,1461.1800048828125,1461.3866780598958,1461.3866780598958,1467.6675531297572,1455.1058029900344,-16.574663173652695,0.0
2013-01-10,1472.1199951171875,11.280029296875,0.1108891543902526,0.007597415119266371,66.94920533376224,1463.7300048828124,1462.9200090680804,1462.9200090680804,1472.8550684284712,1452.9849497076896,-0.3904864269565355,0.0
2013-01-11,1472.050048828125,5.1700439453125,-0.1815823256178586,-4.7513986152325494e-05,66.78058090479993,1464.8460205078125,1464.061264038086,1464.061264038086,1475.2988547689251,1452.8236733072467,-1.5033296628388653,0.0
2013-01-14,1470.6800537109375,6.360107421875,-0.10107015101851435,-0.0009306715612543703,63.41171599923423,1466.6040283203124,1464.7966851128472,1464.7966851128472,1476.1970537215336,1453.3963165041607,-4.445755335325888,0.0
2013-01-15,1472.3399658203125,9.550048828125,0.044069117318956685,0.0011286697641588184,65.67136359230963,1469.6420166015625,1465.5510131835938,1465.5510131835938,1477.3106009366913,1453.7914254304962,-2.0587656214378978,0.0
2013-01-16,1472.6300048828125,6.3599853515625,0.07933085620425162,0.00019699191031485874,66.06572403197057,1471.964013671875,1466.1945578835227,1466.1945578835227,1478.1395025910556,1454.24961317599,-2.78408103605123,0.37745139382104753
2013-01-17,1480.93994140625,12.530029296875,0.09533758067185172,0.005642922184040833,74.94620074303153,1473.7280029296876,1467.42333984375,1467.42333984375,1481.642555192617,1453.204124494883,-7.156327173591287,1.3056640625
2013-01-18,1485.97998046875,10.169921875,0.024018604099052876,0.0034032703971196288,78.60350584003132,1476.5139892578125,1468.8507737379807,1468.8507737379807,1485.9180159251084,1451.783531550853,-0.0,1.8292311448317378
2013-01-22,1492.56005859375,11.4000244140625,-0.05922165374867616,0.004428106846314561,82.24716082785451,1480.889990234375,1470.5442940848213,1470.5442940848213,1491.2684924988043,1449.8200956708383,-0.0,3.202715192522419
2013-01-23,1494.81005859375,6.22998046875,-0.00530391072403702,0.001507477027169024,83.29473356202519,1485.3840087890626,1472.16201171875,1472.16201171875,1495.7381647536515,1448.5858586838483,-2.9668387925215796,5.3510009765625455
2013-01-24,1494.8199462890625,12.81005859375,0.041503261533610614,6.614683421224399e-06,83.29939742464566,1489.8219970703126,1473.5781326293945,1473.5781326293945,1499.0167808942867,1448.1394843645023,-14.714739331807959,7.314872741699219
2013-01-25,1502.9599609375,8.4400634765625,-0.06031740024814636,0.005445481690718124,86.61293872673181,1494.2260009765625,1475.3064754710479,1475.3064754710479,1503.7635838004678,1446.849367141628,-0.5812647355813002,8.670526482077094
2013-01-28,1500.1800537109375,6.9000244140625,-0.025242427990760263,-0.0018496216125600817,80.72253782849566,1497.066015625,1476.6883409288193,1476.6883409288193,1506.6826580916122,1446.6940237660265,-5.966595013609352,10.101661512586816
2013-01-29,1507.8399658203125,11.260009765625,0.1655875391761643,0.005105995170664235,83.95962729111463,1500.1219970703125,1478.3279001336348,1478.3279001336348,1510.7929234110325,1445.862876856237,-2.892741720491462,12.17809351870892
2013-01-30,1501.9599609375,9.8299560546875,-0.05641780010330055,-0.0038996213232838084,73.72528607352056,1501.5519775390626,1479.509503173828,1479.509503173828,1512.829168291102,1446.1898380565542,-16.312332814309098,13.958489990234511
2013-01-31,1498.1099853515625,7.429931640625,0.07327177935016804,-0.0025633010773032927,67.89002450825183,1502.2099853515624,1481.2940002441405,1480.395240420387,1514.5828165150006,1448.0051839732805,-25.617093041083145,15.620750790550574
2013-02-01,1513.1700439453125,16.300048828125,-0.04089122673680212,0.010052705569688847,75.91916106069026,1504.252001953125,1483.9840026855468,1481.8850042169745,1518.486139979934,1449.4818653911595,-2.448153280713382,17.3539972478693
2013-02-04,1495.7099609375,18.1500244140625,-0.11634065979897401,-0.011538744820964397,57.85638523264753,1503.3579833984375,1485.4460021972657,1482.48608929178,1519.2951907878157,1451.5968136067156,-36.920166295113575,17.72591021993867
2013-02-05,1511.2900390625,19.25,0.06736283185840719,0.010416510240551347,65.69880894288536,1504.047998046875,1487.9160034179688,1483.6862538655598,1521.737228521426,1454.0947783145116,-7.748992842285417,18.39874369303402
2013-02-06,1512.1199951171875,7.820068359375,-0.0018765407532694844,0.0005491705981217621,66.06112378645426,1506.0800048828125,1490.664501953125,1484.823603515625,1522.8534519589589,1458.475551947291,-6.709115919334884,18.992387695312345
2013-02-07,1509.3900146484375,14.4100341796875,0.000833432551494262,-0.0018053993582290984,63.678482000283765,1508.3360107421875,1493.0830017089843,1485.7684654822717,1523.0881839036106,1463.077819514358,-14.22722907494481,19.504532564603323
2013-02-08,1517.9300537109375,8.9200439453125,-0.17385975687355104,0.005657940611518475,67.61362191925527,1509.2880126953125,1495.3735046386719,1486.9596354166667,1525.6337002321272,1465.1133090452165,-1.0228926866294488,19.810371907552053
2013-02-11,1517.010009765625,4.7000732421875,-0.10115031060060609,-0.000606117484177382,66.77428021738294,1513.5480224609375,1497.6215026855468,1488.0328630719866,1527.259892393276,1467.9831129778177,-4.506219852754506,20.42013985770086
2013-02-12,1519.4300537109375,6.6800537109375,0.27207257553742403,0.001595272232703504,67.90295548608402,1515.176025390625,1500.0590026855468,1489.1155248181574,1528.3563162504138,1471.7616891206799,-8.71147896959962,20.496486900592572
2013-02-13,1520.3299560546875,8.7598876953125,-0.008344145479253884,0.000592263093356804,68.33372836994292,1516.818017578125,1502.4585021972657,1490.156005859375,1528.9395574863738,1475.9774469081576,-14.596538547988311,21.29300537109384
